0	Generic	NotDef	NOTDEF
822	Hangul	rB4	uniB434
823	Hangul	rB4	uniB450
824	Hangul	rB4	uniB451
825	Hangul	rB4	uniB454
826	Hangul	rB4	uniB457
827	Hangul	rB4	uniB458
828	Hangul	rB4	uniB45A
829	Hangul	rB4	uniB460
830	Hangul	rB4	uniB461
831	Hangul	rB4	uniB463
832	Hangul	rB4	uniB465
833	Hangul	rB4	uniB46C
834	Hangul	rB4	uniB480
835	Hangul	rB4	uniB488
836	Hangul	rB4	uniB499
837	Hangul	rB4	uniB49D
838	Hangul	rB4	uniB4A4
839	Hangul	rB4	uniB4A8
840	Hangul	rB4	uniB4AC
841	Hangul	rB4	uniB4B5
842	Hangul	rB4	uniB4B7
843	Hangul	rB4	uniB4B8
844	Hangul	rB4	uniB4B9
845	Hangul	rB4	uniB4C0
846	Hangul	rB4	uniB4C4
847	Hangul	rB4	uniB4C8
848	Hangul	rB4	uniB4D0
849	Hangul	rB4	uniB4D5
850	Hangul	rB4	uniB4DC
851	Hangul	rB4	uniB4DD
852	Hangul	rB4	uniB4E0
853	Hangul	rB4	uniB4E3
854	Hangul	rB4	uniB4E4
855	Hangul	rB4	uniB4E5
856	Hangul	rB4	uniB4E6
857	Hangul	rB4	uniB4E7
858	Hangul	rB4	uniB4EC
859	Hangul	rB4	uniB4ED
860	Hangul	rB4	uniB4EF
861	Hangul	rB4	uniB4F1
862	Hangul	rB4	uniB4F8
863	Hangul	rB4	uniB4FC
864	Hangul	rB5	uniB500
865	Hangul	rB5	uniB514
866	Hangul	rB5	uniB515
867	Hangul	rB5	uniB518
868	Hangul	rB5	uniB51B
869	Hangul	rB5	uniB51C
870	Hangul	rB5	uniB524
871	Hangul	rB5	uniB525
872	Hangul	rB5	uniB527
873	Hangul	rB5	uniB528
874	Hangul	rB5	uniB529
875	Hangul	rB5	uniB52A
876	Hangul	rB5	uniB52B
877	Hangul	rB5	uniB52E
878	Hangul	rB5	uniB530
879	Hangul	rB5	uniB531
880	Hangul	rB5	uniB532
881	Hangul	rB5	uniB534
882	Hangul	rB5	uniB537
883	Hangul	rB5	uniB538
884	Hangul	rB5	uniB540
885	Hangul	rB5	uniB541
886	Hangul	rB5	uniB543
887	Hangul	rB5	uniB544
888	Hangul	rB5	uniB545
889	Hangul	rB5	uniB54B
890	Hangul	rB5	uniB54C
891	Hangul	rB5	uniB54D
892	Hangul	rB5	uniB550
893	Hangul	rB5	uniB554
894	Hangul	rB5	uniB55C
895	Hangul	rB5	uniB55D
896	Hangul	rB5	uniB55F
897	Hangul	rB5	uniB560
898	Hangul	rB5	uniB561
899	Hangul	rB5	uniB584
900	Hangul	rB5	uniB588
901	Hangul	rB5	uniB594
902	Hangul	rB5	uniB599
903	Hangul	rB5	uniB5A0
904	Hangul	rB5	uniB5A1
905	Hangul	rB5	uniB5A4
906	Hangul	rB5	uniB5A8
907	Hangul	rB5	uniB5AA
908	Hangul	rB5	uniB5AB
909	Hangul	rB5	uniB5B0
910	Hangul	rB5	uniB5B1
911	Hangul	rB5	uniB5B3
912	Hangul	rB5	uniB5B4
913	Hangul	rB5	uniB5B5
914	Hangul	rB5	uniB5BB
915	Hangul	rB5	uniB5BC
916	Hangul	rB5	uniB5BD
917	Hangul	rB5	uniB5C0
918	Hangul	rB5	uniB5C4
919	Hangul	rB5	uniB5CC
920	Hangul	rB5	uniB5CD
921	Hangul	rB5	uniB5CF
922	Hangul	rB5	uniB5D0
923	Hangul	rB5	uniB5D1
924	Hangul	rB5	uniB5D8
925	Hangul	rB5	uniB5EC
926	Hangul	rB6	uniB610
927	Hangul	rB6	uniB611
928	Hangul	rB6	uniB614
929	Hangul	rB6	uniB618
930	Hangul	rB6	uniB620
931	Hangul	rB6	uniB621
932	Hangul	rB6	uniB623
933	Hangul	rB6	uniB625
934	Hangul	rB6	uniB62C
935	Hangul	rB6	uniB62D
936	Hangul	rB6	uniB630
937	Hangul	rB6	uniB634
938	Hangul	rB6	uniB647
939	Hangul	rB6	uniB648
940	Hangul	rB6	uniB65C
941	Hangul	rB6	uniB664
942	Hangul	rB6	uniB668
943	Hangul	rB6	uniB69C
944	Hangul	rB6	uniB69D
945	Hangul	rB6	uniB6A0
946	Hangul	rB6	uniB6A4
947	Hangul	rB6	uniB6A7
948	Hangul	rB6	uniB6AB
949	Hangul	rB6	uniB6AC
950	Hangul	rB6	uniB6AF
951	Hangul	rB6	uniB6B1
952	Hangul	rB6	uniB6B8
953	Hangul	rB6	uniB6D4
954	Hangul	rB6	uniB6F0
955	Hangul	rB6	uniB6F4
956	Hangul	rB6	uniB6F8
957	Hangul	rB7	uniB700
958	Hangul	rB7	uniB701
959	Hangul	rB7	uniB704
960	Hangul	rB7	uniB705
961	Hangul	rB7	uniB70C
962	Hangul	rB7	uniB728
963	Hangul	rB7	uniB729
964	Hangul	rB7	uniB72C
965	Hangul	rB7	uniB72F
966	Hangul	rB7	uniB730
967	Hangul	rB7	uniB733
968	Hangul	rB7	uniB738
969	Hangul	rB7	uniB739
970	Hangul	rB7	uniB73B
971	Hangul	rB7	uniB73D
972	Hangul	rB7	uniB73E
973	Hangul	rB7	uniB743
974	Hangul	rB7	uniB744
975	Hangul	rB7	uniB748
976	Hangul	rB7	uniB74C
977	Hangul	rB7	uniB754
978	Hangul	rB7	uniB755
979	Hangul	rB7	uniB760
980	Hangul	rB7	uniB761
981	Hangul	rB7	uniB764
982	Hangul	rB7	uniB768
983	Hangul	rB7	uniB770
984	Hangul	rB7	uniB771
985	Hangul	rB7	uniB773
986	Hangul	rB7	uniB775
987	Hangul	rB7	uniB77C
988	Hangul	rB7	uniB77D
989	Hangul	rB7	uniB780
990	Hangul	rB7	uniB783
991	Hangul	rB7	uniB784
992	Hangul	rB7	uniB78C
993	Hangul	rB7	uniB78D
994	Hangul	rB7	uniB78F
995	Hangul	rB7	uniB790
996	Hangul	rB7	uniB791
997	Hangul	rB7	uniB792
998	Hangul	rB7	uniB796
999	Hangul	rB7	uniB797
1000	Hangul	rB7	uniB798
1001	Hangul	rB7	uniB799
1002	Hangul	rB7	uniB79C
1003	Hangul	rB7	uniB79F
1004	Hangul	rB7	uniB7A0
1005	Hangul	rB7	uniB7A8
1006	Hangul	rB7	uniB7A9
1007	Hangul	rB7	uniB7AB
1008	Hangul	rB7	uniB7AC
1009	Hangul	rB7	uniB7AD
1010	Hangul	rB7	uniB7B0
1011	Hangul	rB7	uniB7B2
1012	Hangul	rB7	uniB7B4
1013	Hangul	rB7	uniB7B5
1014	Hangul	rB7	uniB7B8
1015	Hangul	rB7	uniB7C5
1016	Hangul	rB7	uniB7C7
1017	Hangul	rB7	uniB7C9
1018	Hangul	rB7	uniB7D0
1019	Hangul	rB7	uniB7D4
1020	Hangul	rB7	uniB7EC
1021	Hangul	rB7	uniB7ED
1022	Hangul	rB7	uniB7F0
1023	Hangul	rB7	uniB7F2
1024	Hangul	rB7	uniB7F3
1025	Hangul	rB7	uniB7F4
1026	Hangul	rB7	uniB7FC
1027	Hangul	rB7	uniB7FD
1028	Hangul	rB7	uniB7FF
1029	Hangul	rB8	uniB800
1030	Hangul	rB8	uniB801
1031	Hangul	rB8	uniB807
1032	Hangul	rB8	uniB808
1033	Hangul	rB8	uniB809
1034	Hangul	rB8	uniB80C
1035	Hangul	rB8	uniB810
1036	Hangul	rB8	uniB818
1037	Hangul	rB8	uniB819
1038	Hangul	rB8	uniB81B
1039	Hangul	rB8	uniB81C
1040	Hangul	rB8	uniB81D
1041	Hangul	rB8	uniB824
1042	Hangul	rB8	uniB825
1043	Hangul	rB8	uniB828
1044	Hangul	rB8	uniB82B
1045	Hangul	rB8	uniB82C
1046	Hangul	rB8	uniB834
1047	Hangul	rB8	uniB835
1048	Hangul	rB8	uniB837
1049	Hangul	rB8	uniB838
1050	Hangul	rB8	uniB839
1051	Hangul	rB8	uniB840
1052	Hangul	rB8	uniB844
1053	Hangul	rB8	uniB851
1054	Hangul	rB8	uniB853
1055	Hangul	rB8	uniB85C
1056	Hangul	rB8	uniB85D
1057	Hangul	rB8	uniB860
1058	Hangul	rB8	uniB863
1059	Hangul	rB8	uniB864
1060	Hangul	rB8	uniB86C
1061	Hangul	rB8	uniB86D
1062	Hangul	rB8	uniB86F
1063	Hangul	rB8	uniB871
1064	Hangul	rB8	uniB878
1065	Hangul	rB8	uniB879
1066	Hangul	rB8	uniB87C
1067	Hangul	rB8	uniB88D
1068	Hangul	rB8	uniB894
1069	Hangul	rB8	uniB8A8
1070	Hangul	rB8	uniB8B0
1071	Hangul	rB8	uniB8B4
1072	Hangul	rB8	uniB8B8
1073	Hangul	rB8	uniB8C0
1074	Hangul	rB8	uniB8C1
1075	Hangul	rB8	uniB8C3
1076	Hangul	rB8	uniB8C5
1077	Hangul	rB8	uniB8CC
1078	Hangul	rB8	uniB8D0
1079	Hangul	rB8	uniB8D4
1080	Hangul	rB8	uniB8DD
1081	Hangul	rB8	uniB8DF
1082	Hangul	rB8	uniB8E1
1083	Hangul	rB8	uniB8E8
1084	Hangul	rB8	uniB8E9
1085	Hangul	rB8	uniB8EC
1086	Hangul	rB8	uniB8F0
1087	Hangul	rB8	uniB8F8
1088	Hangul	rB8	uniB8F9
1089	Hangul	rB8	uniB8FB
1090	Hangul	rB8	uniB8FD
1091	Hangul	rB9	uniB904
1092	Hangul	rB9	uniB908
1093	Hangul	rB9	uniB918
1094	Hangul	rB9	uniB920
1095	Hangul	rB9	uniB924
1096	Hangul	rB9	uniB93C
1097	Hangul	rB9	uniB93D
1098	Hangul	rB9	uniB940
1099	Hangul	rB9	uniB944
1100	Hangul	rB9	uniB94C
1101	Hangul	rB9	uniB94F
1102	Hangul	rB9	uniB951
1103	Hangul	rB9	uniB958
1104	Hangul	rB9	uniB959
1105	Hangul	rB9	uniB95C
1106	Hangul	rB9	uniB960
1107	Hangul	rB9	uniB968
1108	Hangul	rB9	uniB969
1109	Hangul	rB9	uniB96B
1110	Hangul	rB9	uniB96D
1111	Hangul	rB9	uniB974
1112	Hangul	rB9	uniB975
1113	Hangul	rB9	uniB978
1114	Hangul	rB9	uniB97C
1115	Hangul	rB9	uniB984
1116	Hangul	rB9	uniB985
1117	Hangul	rB9	uniB987
1118	Hangul	rB9	uniB989
1119	Hangul	rB9	uniB98A
1120	Hangul	rB9	uniB98D
1121	Hangul	rB9	uniB98E
1122	Hangul	rB9	uniB98F
1123	Hangul	rB9	uniB990
1124	Hangul	rB9	uniB994
1125	Hangul	rB9	uniB9AC
1126	Hangul	rB9	uniB9AD
1127	Hangul	rB9	uniB9B0
1128	Hangul	rB9	uniB9B4
1129	Hangul	rB9	uniB9BC
1130	Hangul	rB9	uniB9BD
1131	Hangul	rB9	uniB9BF
1132	Hangul	rB9	uniB9C0
1133	Hangul	rB9	uniB9C1
1134	Hangul	rB9	uniB9C6
1135	Hangul	rB9	uniB9C8
1136	Hangul	rB9	uniB9C9
1137	Hangul	rB9	uniB9CC
1138	Hangul	rB9	uniB9CE
1139	Hangul	rB9	uniB9CF
1140	Hangul	rB9	uniB9D0
1141	Hangul	rB9	uniB9D1
1142	Hangul	rB9	uniB9D2
1143	Hangul	rB9	uniB9D4
1144	Hangul	rB9	uniB9D8
1145	Hangul	rB9	uniB9D9
1146	Hangul	rB9	uniB9DB
1147	Hangul	rB9	uniB9DC
1148	Hangul	rB9	uniB9DD
1149	Hangul	rB9	uniB9DE
1150	Hangul	rB9	uniB9DF
1151	Hangul	rB9	uniB9E1
1152	Hangul	rB9	uniB9E2
1153	Hangul	rB9	uniB9E3
1154	Hangul	rB9	uniB9E4
1155	Hangul	rB9	uniB9E5
1156	Hangul	rB9	uniB9E8
1157	Hangul	rB9	uniB9EB
1158	Hangul	rB9	uniB9EC
1159	Hangul	rB9	uniB9F4
1160	Hangul	rB9	uniB9F5
1161	Hangul	rB9	uniB9F7
1162	Hangul	rB9	uniB9F8
1163	Hangul	rB9	uniB9F9
1164	Hangul	rB9	uniB9FA
1165	Hangul	rB9	uniB9FB
1166	Hangul	rB9	uniB9FD
1167	Hangul	rBA	uniBA00
1168	Hangul	rBA	uniBA01
1169	Hangul	rBA	uniBA04
1170	Hangul	rBA	uniBA08
1171	Hangul	rBA	uniBA10
1172	Hangul	rBA	uniBA15
1173	Hangul	rBA	uniBA38
1174	Hangul	rBA	uniBA39
1175	Hangul	rBA	uniBA3C
1176	Hangul	rBA	uniBA40
1177	Hangul	rBA	uniBA42
1178	Hangul	rBA	uniBA48
1179	Hangul	rBA	uniBA49
1180	Hangul	rBA	uniBA4B
1181	Hangul	rBA	uniBA4C
1182	Hangul	rBA	uniBA4D
1183	Hangul	rBA	uniBA4E
1184	Hangul	rBA	uniBA53
1185	Hangul	rBA	uniBA54
1186	Hangul	rBA	uniBA55
1187	Hangul	rBA	uniBA58
1188	Hangul	rBA	uniBA5B
1189	Hangul	rBA	uniBA5C
1190	Hangul	rBA	uniBA64
1191	Hangul	rBA	uniBA65
1192	Hangul	rBA	uniBA67
1193	Hangul	rBA	uniBA68
1194	Hangul	rBA	uniBA69
1195	Hangul	rBA	uniBA6B
1196	Hangul	rBA	uniBA70
1197	Hangul	rBA	uniBA71
1198	Hangul	rBA	uniBA74
1199	Hangul	rBA	uniBA77
1200	Hangul	rBA	uniBA78
1201	Hangul	rBA	uniBA83
1202	Hangul	rBA	uniBA84
1203	Hangul	rBA	uniBA85
1204	Hangul	rBA	uniBA87
1205	Hangul	rBA	uniBA8C
1206	Hangul	rBA	uniBA90
1207	Hangul	rBA	uniBAA8
1208	Hangul	rBA	uniBAA9
1209	Hangul	rBA	uniBAAB
1210	Hangul	rBA	uniBAAC
1211	Hangul	rBA	uniBAAF
1212	Hangul	rBA	uniBAB0
1213	Hangul	rBA	uniBAB1
1214	Hangul	rBA	uniBAB2
1215	Hangul	rBA	uniBAB8
1216	Hangul	rBA	uniBAB9
1217	Hangul	rBA	uniBABB
1218	Hangul	rBA	uniBABD
1219	Hangul	rBA	uniBAC4
1220	Hangul	rBA	uniBAC8
1221	Hangul	rBA	uniBAD8
1222	Hangul	rBA	uniBAD9
1223	Hangul	rBA	uniBAE0
1224	Hangul	rBA	uniBAF4
1225	Hangul	rBA	uniBAFC
1226	Hangul	rBB	uniBB00
1227	Hangul	rBB	uniBB04
1228	Hangul	rBB	uniBB0C
1229	Hangul	rBB	uniBB0D
1230	Hangul	rBB	uniBB0F
1231	Hangul	rBB	uniBB11
1232	Hangul	rBB	uniBB18
1233	Hangul	rBB	uniBB1C
1234	Hangul	rBB	uniBB20
1235	Hangul	rBB	uniBB29
1236	Hangul	rBB	uniBB2B
1237	Hangul	rBB	uniBB34
1238	Hangul	rBB	uniBB35
1239	Hangul	rBB	uniBB36
1240	Hangul	rBB	uniBB38
1241	Hangul	rBB	uniBB3B
1242	Hangul	rBB	uniBB3C
1243	Hangul	rBB	uniBB3D
1244	Hangul	rBB	uniBB3E
1245	Hangul	rBB	uniBB44
1246	Hangul	rBB	uniBB45
1247	Hangul	rBB	uniBB47
1248	Hangul	rBB	uniBB49
1249	Hangul	rBB	uniBB4D
1250	Hangul	rBB	uniBB4F
1251	Hangul	rBB	uniBB50
1252	Hangul	rBB	uniBB54
1253	Hangul	rBB	uniBB58
1254	Hangul	rBB	uniBB61
1255	Hangul	rBB	uniBB63
1256	Hangul	rBB	uniBB64
1257	Hangul	rBB	uniBB65
1258	Hangul	rBB	uniBB6C
1259	Hangul	rBB	uniBB88
1260	Hangul	rBB	uniBB8A
1261	Hangul	rBB	uniBB8C
1262	Hangul	rBB	uniBB90
1263	Hangul	rBB	uniBB99
1264	Hangul	rBB	uniBB9B
1265	Hangul	rBB	uniBBA4
1266	Hangul	rBB	uniBBA8
1267	Hangul	rBB	uniBBAC
1268	Hangul	rBB	uniBBB4
1269	Hangul	rBB	uniBBB7
1270	Hangul	rBB	uniBBB9
1271	Hangul	rBB	uniBBC0
1272	Hangul	rBB	uniBBC1
1273	Hangul	rBB	uniBBC4
1274	Hangul	rBB	uniBBC8
1275	Hangul	rBB	uniBBD0
1276	Hangul	rBB	uniBBD1
1277	Hangul	rBB	uniBBD3
1278	Hangul	rBB	uniBBD5
1279	Hangul	rBB	uniBBDC
1280	Hangul	rBB	uniBBE0
1281	Hangul	rBB	uniBBED
1282	Hangul	rBB	uniBBF1
1283	Hangul	rBB	uniBBF8
1284	Hangul	rBB	uniBBF9
1285	Hangul	rBB	uniBBFC
1286	Hangul	rBB	uniBBFF
1287	Hangul	rBC	uniBC00
1288	Hangul	rBC	uniBC02
1289	Hangul	rBC	uniBC08
1290	Hangul	rBC	uniBC09
1291	Hangul	rBC	uniBC0B
1292	Hangul	rBC	uniBC0C
1293	Hangul	rBC	uniBC0D
1294	Hangul	rBC	uniBC0F
1295	Hangul	rBC	uniBC11
1296	Hangul	rBC	uniBC14
1297	Hangul	rBC	uniBC15
1298	Hangul	rBC	uniBC16
1299	Hangul	rBC	uniBC17
1300	Hangul	rBC	uniBC18
1301	Hangul	rBC	uniBC1B
1302	Hangul	rBC	uniBC1C
1303	Hangul	rBC	uniBC1D
1304	Hangul	rBC	uniBC1E
1305	Hangul	rBC	uniBC1F
1306	Hangul	rBC	uniBC23
1307	Hangul	rBC	uniBC24
1308	Hangul	rBC	uniBC25
1309	Hangul	rBC	uniBC27
1310	Hangul	rBC	uniBC28
1311	Hangul	rBC	uniBC29
1312	Hangul	rBC	uniBC2B
1313	Hangul	rBC	uniBC2D
1314	Hangul	rBC	uniBC30
1315	Hangul	rBC	uniBC31
1316	Hangul	rBC	uniBC32
1317	Hangul	rBC	uniBC34
1318	Hangul	rBC	uniBC37
1319	Hangul	rBC	uniBC38
1320	Hangul	rBC	uniBC40
1321	Hangul	rBC	uniBC41
1322	Hangul	rBC	uniBC43
1323	Hangul	rBC	uniBC44
1324	Hangul	rBC	uniBC45
1325	Hangul	rBC	uniBC49
1326	Hangul	rBC	uniBC4C
1327	Hangul	rBC	uniBC4D
1328	Hangul	rBC	uniBC50
1329	Hangul	rBC	uniBC5C
1330	Hangul	rBC	uniBC5D
1331	Hangul	rBC	uniBC5F
1332	Hangul	rBC	uniBC61
1333	Hangul	rBC	uniBC84
1334	Hangul	rBC	uniBC85
1335	Hangul	rBC	uniBC88
1336	Hangul	rBC	uniBC8B
1337	Hangul	rBC	uniBC8C
1338	Hangul	rBC	uniBC8E
1339	Hangul	rBC	uniBC94
1340	Hangul	rBC	uniBC95
1341	Hangul	rBC	uniBC97
1342	Hangul	rBC	uniBC98
1343	Hangul	rBC	uniBC99
1344	Hangul	rBC	uniBC9A
1345	Hangul	rBC	uniBC9D
1346	Hangul	rBC	uniBC9F
1347	Hangul	rBC	uniBCA0
1348	Hangul	rBC	uniBCA1
1349	Hangul	rBC	uniBCA4
1350	Hangul	rBC	uniBCA7
1351	Hangul	rBC	uniBCA8
1352	Hangul	rBC	uniBCB0
1353	Hangul	rBC	uniBCB1
1354	Hangul	rBC	uniBCB3
1355	Hangul	rBC	uniBCB4
1356	Hangul	rBC	uniBCB5
1357	Hangul	rBC	uniBCBC
1358	Hangul	rBC	uniBCBD
1359	Hangul	rBC	uniBCC0
1360	Hangul	rBC	uniBCC4
1361	Hangul	rBC	uniBCCC
1362	Hangul	rBC	uniBCCD
1363	Hangul	rBC	uniBCCF
1364	Hangul	rBC	uniBCD0
1365	Hangul	rBC	uniBCD1
1366	Hangul	rBC	uniBCD3
1367	Hangul	rBC	uniBCD5
1368	Hangul	rBC	uniBCD8
1369	Hangul	rBC	uniBCDC
1370	Hangul	rBC	uniBCF4
1371	Hangul	rBC	uniBCF5
1372	Hangul	rBC	uniBCF6
1373	Hangul	rBC	uniBCF8
1374	Hangul	rBC	uniBCFB
1375	Hangul	rBC	uniBCFC
1376	Hangul	rBC	uniBCFD
1377	Hangul	rBC	uniBCFE
1378	Hangul	rBC	uniBCFF
1379	Hangul	rBD	uniBD04
1380	Hangul	rBD	uniBD05
1381	Hangul	rBD	uniBD07
1382	Hangul	rBD	uniBD09
1383	Hangul	rBD	uniBD10
1384	Hangul	rBD	uniBD14
1385	Hangul	rBD	uniBD23
1386	Hangul	rBD	uniBD24
1387	Hangul	rBD	uniBD25
1388	Hangul	rBD	uniBD2C
1389	Hangul	rBD	uniBD40
1390	Hangul	rBD	uniBD48
1391	Hangul	rBD	uniBD49
1392	Hangul	rBD	uniBD4C
1393	Hangul	rBD	uniBD50
1394	Hangul	rBD	uniBD58
1395	Hangul	rBD	uniBD59
1396	Hangul	rBD	uniBD5C
1397	Hangul	rBD	uniBD64
1398	Hangul	rBD	uniBD68
1399	Hangul	rBD	uniBD74
1400	Hangul	rBD	uniBD80
1401	Hangul	rBD	uniBD81
1402	Hangul	rBD	uniBD84
1403	Hangul	rBD	uniBD87
1404	Hangul	rBD	uniBD88
1405	Hangul	rBD	uniBD89
1406	Hangul	rBD	uniBD8A
1407	Hangul	rBD	uniBD90
1408	Hangul	rBD	uniBD91
1409	Hangul	rBD	uniBD93
1410	Hangul	rBD	uniBD94
1411	Hangul	rBD	uniBD95
1412	Hangul	rBD	uniBD99
1413	Hangul	rBD	uniBD9A
1414	Hangul	rBD	uniBD9C
1415	Hangul	rBD	uniBD9D
1416	Hangul	rBD	uniBDA0
1417	Hangul	rBD	uniBDA4
1418	Hangul	rBD	uniBDAD
1419	Hangul	rBD	uniBDB0
1420	Hangul	rBD	uniBDB4
1421	Hangul	rBD	uniBDB8
1422	Hangul	rBD	uniBDC1
1423	Hangul	rBD	uniBDD4
1424	Hangul	rBD	uniBDD5
1425	Hangul	rBD	uniBDD8
1426	Hangul	rBD	uniBDDC
1427	Hangul	rBD	uniBDE5
1428	Hangul	rBD	uniBDE9
1429	Hangul	rBD	uniBDF0
1430	Hangul	rBD	uniBDF4
1431	Hangul	rBD	uniBDF8
1432	Hangul	rBE	uniBE00
1433	Hangul	rBE	uniBE01
1434	Hangul	rBE	uniBE03
1435	Hangul	rBE	uniBE05
1436	Hangul	rBE	uniBE0C
1437	Hangul	rBE	uniBE0D
1438	Hangul	rBE	uniBE10
1439	Hangul	rBE	uniBE14
1440	Hangul	rBE	uniBE15
1441	Hangul	rBE	uniBE1C
1442	Hangul	rBE	uniBE1D
1443	Hangul	rBE	uniBE1F
1444	Hangul	rBE	uniBE21
1445	Hangul	rBE	uniBE28
1446	Hangul	rBE	uniBE29
1447	Hangul	rBE	uniBE30
1448	Hangul	rBE	uniBE3D
1449	Hangul	rBE	uniBE44
1450	Hangul	rBE	uniBE45
1451	Hangul	rBE	uniBE48
1452	Hangul	rBE	uniBE4B
1453	Hangul	rBE	uniBE4C
1454	Hangul	rBE	uniBE4E
1455	Hangul	rBE	uniBE54
1456	Hangul	rBE	uniBE55
1457	Hangul	rBE	uniBE57
1458	Hangul	rBE	uniBE58
1459	Hangul	rBE	uniBE59
1460	Hangul	rBE	uniBE5A
1461	Hangul	rBE	uniBE5B
1462	Hangul	rBE	uniBE60
1463	Hangul	rBE	uniBE61
1464	Hangul	rBE	uniBE64
1465	Hangul	rBE	uniBE67
1466	Hangul	rBE	uniBE68
1467	Hangul	rBE	uniBE69
1468	Hangul	rBE	uniBE6A
1469	Hangul	rBE	uniBE70
1470	Hangul	rBE	uniBE71
1471	Hangul	rBE	uniBE73
1472	Hangul	rBE	uniBE74
1473	Hangul	rBE	uniBE75
1474	Hangul	rBE	uniBE7B
1475	Hangul	rBE	uniBE7C
1476	Hangul	rBE	uniBE7D
1477	Hangul	rBE	uniBE7E
1478	Hangul	rBE	uniBE80
1479	Hangul	rBE	uniBE84
1480	Hangul	rBE	uniBE8C
1481	Hangul	rBE	uniBE8D
1482	Hangul	rBE	uniBE8F
1483	Hangul	rBE	uniBE90
1484	Hangul	rBE	uniBE91
1485	Hangul	rBE	uniBE98
1486	Hangul	rBE	uniBE99
1487	Hangul	rBE	uniBE9C
1488	Hangul	rBE	uniBEA8
1489	Hangul	rBE	uniBED0
1490	Hangul	rBE	uniBED1
1491	Hangul	rBE	uniBED4
1492	Hangul	rBE	uniBED7
1493	Hangul	rBE	uniBED8
1494	Hangul	rBE	uniBED9
1495	Hangul	rBE	uniBEE0
1496	Hangul	rBE	uniBEE3
1497	Hangul	rBE	uniBEE4
1498	Hangul	rBE	uniBEE5
1499	Hangul	rBE	uniBEEC
1500	Hangul	rBE	uniBEF0
1501	Hangul	rBF	uniBF01
1502	Hangul	rBF	uniBF08
1503	Hangul	rBF	uniBF09
1504	Hangul	rBF	uniBF0C
1505	Hangul	rBF	uniBF18
1506	Hangul	rBF	uniBF19
1507	Hangul	rBF	uniBF1B
1508	Hangul	rBF	uniBF1C
1509	Hangul	rBF	uniBF1D
1510	Hangul	rBF	uniBF40
1511	Hangul	rBF	uniBF41
1512	Hangul	rBF	uniBF44
1513	Hangul	rBF	uniBF48
1514	Hangul	rBF	uniBF50
1515	Hangul	rBF	uniBF51
1516	Hangul	rBF	uniBF53
1517	Hangul	rBF	uniBF55
1518	Hangul	rBF	uniBF94
1519	Hangul	rBF	uniBFB0
1520	Hangul	rBF	uniBFB1
1521	Hangul	rBF	uniBFC5
1522	Hangul	rBF	uniBFCC
1523	Hangul	rBF	uniBFCD
1524	Hangul	rBF	uniBFD0
1525	Hangul	rBF	uniBFD4
1526	Hangul	rBF	uniBFD5
1527	Hangul	rBF	uniBFDC
1528	Hangul	rBF	uniBFDD
1529	Hangul	rBF	uniBFDF
1530	Hangul	rBF	uniBFE1
1531	Hangul	rC0	uniC020
1532	Hangul	rC0	uniC03C
1533	Hangul	rC0	uniC051
1534	Hangul	rC0	uniC058
1535	Hangul	rC0	uniC05C
1536	Hangul	rC0	uniC060
1537	Hangul	rC0	uniC068
1538	Hangul	rC0	uniC069
1539	Hangul	rC0	uniC06D
1540	Hangul	rC0	uniC090
1541	Hangul	rC0	uniC091
1542	Hangul	rC0	uniC094
1543	Hangul	rC0	uniC098
1544	Hangul	rC0	uniC0A0
1545	Hangul	rC0	uniC0A1
1546	Hangul	rC0	uniC0A3
1547	Hangul	rC0	uniC0A5
1548	Hangul	rC0	uniC0AC
1549	Hangul	rC0	uniC0AD
1550	Hangul	rC0	uniC0AF
1551	Hangul	rC0	uniC0B0
1552	Hangul	rC0	uniC0B3
1553	Hangul	rC0	uniC0B4
1554	Hangul	rC0	uniC0B5
1555	Hangul	rC0	uniC0B6
1556	Hangul	rC0	uniC0BC
1557	Hangul	rC0	uniC0BD
1558	Hangul	rC0	uniC0BF
1559	Hangul	rC0	uniC0C0
1560	Hangul	rC0	uniC0C1
1561	Hangul	rC0	uniC0C5
1562	Hangul	rC0	uniC0C6
1563	Hangul	rC0	uniC0C8
1564	Hangul	rC0	uniC0C9
1565	Hangul	rC0	uniC0CC
1566	Hangul	rC0	uniC0CF
1567	Hangul	rC0	uniC0D0
1568	Hangul	rC0	uniC0D8
1569	Hangul	rC0	uniC0D9
1570	Hangul	rC0	uniC0DB
1571	Hangul	rC0	uniC0DC
1572	Hangul	rC0	uniC0DD
1573	Hangul	rC0	uniC0E4
1574	Hangul	rC0	uniC0E5
1575	Hangul	rC0	uniC0E8
1576	Hangul	rC0	uniC0EC
1577	Hangul	rC0	uniC0F4
1578	Hangul	rC0	uniC0F5
1579	Hangul	rC0	uniC0F7
1580	Hangul	rC0	uniC0F9
1581	Hangul	rC0	uniC0FE
1582	Hangul	rC1	uniC100
1583	Hangul	rC1	uniC101
1584	Hangul	rC1	uniC104
1585	Hangul	rC1	uniC108
1586	Hangul	rC1	uniC110
1587	Hangul	rC1	uniC115
1588	Hangul	rC1	uniC11C
1589	Hangul	rC1	uniC11D
1590	Hangul	rC1	uniC11E
1591	Hangul	rC1	uniC11F
1592	Hangul	rC1	uniC120
1593	Hangul	rC1	uniC123
1594	Hangul	rC1	uniC124
1595	Hangul	rC1	uniC126
